"STATISTIC","Statistic","TLIST(Q1)","Quarter","C01855V02284","Port","C01713V02044","Region of Trade","UNIT","VALUE"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","61"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","93"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","4"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEDRO","Drogheda","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEDUB","Dublin","-","All regions of trade","000 Tonnes","2251"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1468"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","690"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","29"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","30"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEDUB","Dublin","5","Coastal trade","000 Tonnes","34"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","607"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","220"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","278"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","55"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","53"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEORK","Cork","-","All regions of trade","000 Tonnes","831"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","184"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","333"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","71"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","118"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEORK","Cork","5","Coastal trade","000 Tonnes","124"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEROS","Rosslare","-","All regions of trade","000 Tonnes","298"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","238"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","60"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEWAT","Waterford","-","All regions of trade","000 Tonnes","55"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","55"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","1"
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20174","2017Q4","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","4204"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2037"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","1406"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","129"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","319"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","312"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","37"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","37"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","141"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","64"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","77"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEDRO","Drogheda","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEDUB","Dublin","-","All regions of trade","000 Tonnes","2277"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1431"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","694"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","52"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","54"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEDUB","Dublin","5","Coastal trade","000 Tonnes","45"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","645"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","218"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","242"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","27"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","56"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","102"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEORK","Cork","-","All regions of trade","000 Tonnes","763"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","100"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","276"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","50"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","172"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEORK","Cork","5","Coastal trade","000 Tonnes","165"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEROS","Rosslare","-","All regions of trade","000 Tonnes","276"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","223"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","53"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEWAT","Waterford","-","All regions of trade","000 Tonnes","65"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","64"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","0"
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20181","2018Q1","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","4751"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2310"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","1662"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","137"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","380"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","262"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","161"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","161"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","151"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","79"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","70"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","2"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEDRO","Drogheda","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEDUB","Dublin","-","All regions of trade","000 Tonnes","2528"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1537"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","849"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","115"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","8"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEDUB","Dublin","5","Coastal trade","000 Tonnes","19"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","640"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","277"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","246"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","17"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","35"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","65"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEORK","Cork","-","All regions of trade","000 Tonnes","866"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","150"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","360"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","2"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","177"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEORK","Cork","5","Coastal trade","000 Tonnes","177"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEROS","Rosslare","-","All regions of trade","000 Tonnes","320"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","266"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","54"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEWAT","Waterford","-","All regions of trade","000 Tonnes","84"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","83"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","0"
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20182","2018Q2","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","4344"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2371"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","1460"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","93"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","118"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","302"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","92"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","17"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","76"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","148"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","99"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","49"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEDRO","Drogheda","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEDUB","Dublin","-","All regions of trade","000 Tonnes","2303"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1460"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","736"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","65"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","9"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEDUB","Dublin","5","Coastal trade","000 Tonnes","33"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","600"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","215"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","266"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","28"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","91"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEORK","Cork","-","All regions of trade","000 Tonnes","824"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","315"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","298"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","34"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEORK","Cork","5","Coastal trade","000 Tonnes","177"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEROS","Rosslare","-","All regions of trade","000 Tonnes","315"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","265"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","49"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEWAT","Waterford","-","All regions of trade","000 Tonnes","62"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","61"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","0"
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20183","2018Q3","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","4293"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2185"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","1525"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","217"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","19"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","347"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","17"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","17"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","143"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","71"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","63"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","9"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEDRO","Drogheda","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEDUB","Dublin","-","All regions of trade","000 Tonnes","2302"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1442"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","757"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","64"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","7"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEDUB","Dublin","5","Coastal trade","000 Tonnes","31"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","616"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","173"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","254"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","74"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","115"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEORK","Cork","-","All regions of trade","000 Tonnes","861"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","231"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","351"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","75"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","2"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEORK","Cork","5","Coastal trade","000 Tonnes","202"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEROS","Rosslare","-","All regions of trade","000 Tonnes","288"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","243"
